basin,year,month,fill_ratio,stored_hm3,capacity_hm3
Ebro,2006,3,0.6619,17221.0,26016.0
Ebro,2006,4,0.69,17950.0,26016.0
Ebro,2006,5,0.7078,23017.0,32520.0
Ebro,2006,6,0.6441,16757.0,26016.0
Ebro,2006,7,0.5743,14941.0,26016.0
Ebro,2006,8,0.4569,14859.0,32520.0
Ebro,2006,9,0.3848,10010.0,26016.0
Ebro,2006,10,0.427,15807.0,37015.0
Ebro,2006,11,0.4973,14727.0,29612.0
Ebro,2006,12,0.5798,17168.0,29612.0
Ebro,2007,1,0.5866,21713.0,37015.0
Ebro,2007,2,0.6239,18476.0,29612.0
Ebro,2007,3,0.6596,19532.0,29612.0
Ebro,2007,4,0.7134,21126.0,29612.0
Ebro,2007,5,0.7756,28710.0,37015.0
Ebro,2007,6,0.7835,23201.0,29612.0
Ebro,2007,7,0.7012,25955.0,37015.0
Ebro,2007,8,0.5729,16964.0,29612.0
Ebro,2007,9,0.4809,14239.0,29612.0
Ebro,2007,10,0.4326,16012.0,37015.0
Ebro,2007,11,0.4041,11966.0,29612.0
Ebro,2007,12,0.4071,12054.0,29612.0
Ebro,2008,1,0.4333,16038.0,37015.0
Ebro,2008,2,0.4638,13733.0,29612.0
Ebro,2008,3,0.474,14037.0,29612.0
Ebro,2008,4,0.6132,22696.0,37015.0
Ebro,2008,5,0.7342,21740.0,29612.0
Ebro,2008,6,0.8164,24174.0,29612.0
Ebro,2008,7,0.8072,29879.0,37015.0
Ebro,2008,8,0.6987,20689.0,29612.0
Ebro,2008,9,0.5957,22050.0,37015.0
Ebro,2008,10,0.5369,15900.0,29612.0
Ebro,2008,11,0.597,17679.0,29612.0
Ebro,2008,12,0.6541,24213.0,37015.0
Ebro,2009,1,0.6804,20148.0,29612.0
Ebro,2009,2,0.7432,22009.0,29612.0
Ebro,2009,3,0.744,27539.0,37015.0
Ebro,2009,4,0.7662,22689.0,29612.0
Ebro,2009,5,0.8135,24089.0,29612.0
Ebro,2009,6,0.8383,31028.0,37015.0
Ebro,2009,7,0.7552,22362.0,29612.0
Ebro,2009,8,0.6445,19085.0,29612.0
Ebro,2009,9,0.5466,20232.0,37015.0
Ebro,2009,10,0.5086,15062.0,29612.0
Ebro,2009,11,0.5466,16186.0,29612.0
Ebro,2009,12,0.6068,22461.0,37015.0
Ebro,2010,1,0.7348,21759.0,29612.0
Ebro,2010,2,0.7549,22590.0,29924.0
Ebro,2010,3,0.7693,28875.0,37535.0
Ebro,2010,4,0.7754,23283.0,30028.0
Ebro,2010,5,0.8104,24334.0,30028.0
Ebro,2010,6,0.847,31793.0,37535.0
Ebro,2010,7,0.8269,24831.0,30028.0
Ebro,2010,8,0.734,27550.0,37535.0
Ebro,2010,9,0.6311,18952.0,30028.0
Ebro,2010,10,0.6096,18305.0,30028.0
Ebro,2010,11,0.6357,23862.0,37535.0
Ebro,2010,12,0.7009,21048.0,30028.0
Ebro,2011,1,0.7445,22357.0,30028.0
Ebro,2011,2,0.7335,22027.0,30028.0
Ebro,2011,3,0.787,29540.0,37535.0
Ebro,2011,4,0.816,24504.0,30028.0
Ebro,2011,5,0.8184,30720.0,37535.0
Ebro,2011,6,0.7933,23821.0,30028.0
Ebro,2011,7,0.704,21141.0,30028.0
Ebro,2011,8,0.5783,21706.0,37535.0
Ebro,2011,9,0.4657,13984.0,30028.0
Ebro,2011,10,0.4038,12125.0,30028.0
Ebro,2011,11,0.4586,17214.0,37535.0
Ebro,2011,12,0.5086,15271.0,30028.0
Ebro,2012,1,0.5424,20360.0,37535.0
Ebro,2012,2,0.57,17117.0,30028.0
Ebro,2012,3,0.5804,17427.0,30028.0
Ebro,2012,4,0.5924,17790.0,30028.0
Ebro,2012,5,0.7134,26779.0,37535.0
Ebro,2012,6,0.7268,21825.0,30028.0
Ebro,2012,7,0.6266,23521.0,37535.0
Ebro,2012,8,0.4882,14661.0,30028.0
Ebro,2012,9,0.3765,11306.0,30028.0
Ebro,2012,10,0.3662,13746.0,37535.0
Ebro,2012,11,0.5132,15402.0,30014.0
Ebro,2012,12,0.598,17923.0,29972.0
Ebro,2013,1,0.6443,24141.0,37467.0
Ebro,2013,2,0.7042,21109.0,29976.0
Ebro,2013,3,0.7325,21958.0,29976.0
Ebro,2013,4,0.7811,29268.0,37470.0
Ebro,2013,5,0.8372,25096.0,29976.0
Ebro,2013,6,0.8575,25703.0,29976.0
Ebro,2013,7,0.8608,32255.0,37470.0
Ebro,2013,8,0.7926,23760.0,29976.0
Ebro,2013,9,0.7202,21602.0,29993.0
Ebro,2013,10,0.6731,25280.0,37555.0
Ebro,2013,11,0.6928,20813.0,30044.0
Ebro,2013,12,0.7212,27083.0,37555.0
Ebro,2014,1,0.7701,23136.0,30044.0
Ebro,2014,2,0.8236,24745.0,30044.0
Ebro,2014,3,0.8168,24541.0,30044.0
Ebro,2014,4,0.8353,31369.0,37555.0
Ebro,2014,5,0.8474,25458.0,30044.0
Ebro,2014,6,0.8777,26371.0,30044.0
Ebro,2014,7,0.8485,31864.0,37555.0
Ebro,2014,8,0.7322,21997.0,30044.0
Ebro,2014,9,0.6556,24621.0,37555.0
Ebro,2014,10,0.6339,19045.0,30044.0
Ebro,2014,11,0.6313,18967.0,30044.0
Ebro,2014,12,0.7224,27130.0,37555.0
Ebro,2015,1,0.7354,22095.0,30044.0
Ebro,2015,2,0.7784,23387.0,30044.0
Ebro,2015,3,0.8243,30958.0,37555.0
Ebro,2015,4,0.8225,24710.0,30044.0
Ebro,2015,5,0.837,25147.0,30044.0
Ebro,2015,6,0.8159,30643.0,37555.0
Ebro,2015,7,0.7405,22249.0,30044.0
Ebro,2015,8,0.6661,20011.0,30044.0
Ebro,2015,9,0.6153,23108.0,37555.0
Ebro,2015,10,0.5945,17861.0,30044.0
Ebro,2015,11,0.6102,18332.0,30044.0
Ebro,2015,12,0.6251,23477.0,37555.0
Ebro,2016,1,0.6565,19724.0,30044.0
Ebro,2016,2,0.7096,21318.0,30044.0
Ebro,2016,3,0.7593,28517.0,37555.0
Ebro,2016,4,0.7924,23807.0,30044.0
Ebro,2016,5,0.8219,30867.0,37555.0
Ebro,2016,6,0.8305,24953.0,30044.0
Ebro,2016,7,0.7668,23037.0,30044.0
Ebro,2016,8,0.6378,23952.0,37555.0
Ebro,2016,9,0.5171,15537.0,30044.0
Ebro,2016,10,0.4649,13966.0,30044.0
Ebro,2016,11,0.5005,18798.0,37555.0
Ebro,2016,12,0.5951,17878.0,30044.0
Ebro,2017,1,0.5967,22410.0,37555.0
Ebro,2017,2,0.6861,20612.0,30044.0
Ebro,2017,3,0.7223,21701.0,30044.0
Ebro,2017,4,0.751,22562.0,30044.0
Ebro,2017,5,0.7433,27914.0,37555.0
Ebro,2017,6,0.7435,22339.0,30044.0
Ebro,2017,7,0.6822,20496.0,30044.0
Ebro,2017,8,0.5568,20909.0,37555.0
Ebro,2017,9,0.4601,13824.0,30044.0
Ebro,2017,10,0.4308,16460.0,38210.0
Ebro,2017,11,0.4284,13095.0,30568.0
Ebro,2017,12,0.4536,13866.0,30568.0
Ebro,2018,1,0.5697,21769.0,38210.0
Ebro,2018,2,0.6426,19644.0,30568.0
Ebro,2018,3,0.7168,21911.0,30568.0
Ebro,2018,4,0.7856,24014.0,30568.0
Ebro,2018,5,0.8315,31772.0,38210.0
Ebro,2018,6,0.8908,27229.0,30568.0
Ebro,2018,7,0.8658,33083.0,38210.0
Ebro,2018,8,0.7699,23535.0,30568.0
Ebro,2018,9,0.6896,21079.0,30568.0
Ebro,2018,10,0.6478,24752.0,38210.0
Ebro,2018,11,0.687,21001.0,30568.0
Ebro,2018,12,0.6861,20972.0,30568.0
Ebro,2019,1,0.6646,25394.0,38210.0
Ebro,2019,2,0.7649,23380.0,30568.0
Ebro,2019,3,0.7449,22770.0,30568.0
Ebro,2019,4,0.7219,27583.0,38210.0
Ebro,2019,5,0.7806,23862.0,30568.0
Ebro,2019,6,0.7983,24401.0,30568.0
Ebro,2019,7,0.7187,27462.0,38210.0
Ebro,2019,8,0.5958,18213.0,30568.0
Ebro,2019,9,0.5104,15602.0,30568.0
Ebro,2019,10,0.4561,17428.0,38210.0
Ebro,2019,11,0.5556,16985.0,30568.0
Ebro,2019,12,0.722,27589.0,38210.0
Ebro,2020,1,0.7851,23998.0,30568.0
Ebro,2020,2,0.8054,24620.0,30568.0
Ebro,2020,3,0.8141,31107.0,38210.0
Ebro,2020,4,0.8529,26072.0,30568.0
Ebro,2020,5,0.8971,27423.0,30568.0
Ebro,2020,6,0.9154,34979.0,38210.0
Ebro,2020,7,0.8588,26251.0,30568.0
Ebro,2020,8,0.7557,23101.0,30568.0
Ebro,2020,9,0.6461,24688.0,38210.0
Ebro,2020,10,0.6216,19690.0,31676.0
Ebro,2020,11,0.6363,20155.0,31676.0
Ebro,2020,12,0.6711,26572.0,39595.0
Ebro,2021,1,0.7121,22556.0,31676.0
Ebro,2021,2,0.8013,25381.0,31676.0
Ebro,2021,3,0.813,32190.0,39595.0
Ebro,2021,4,0.782,24772.0,31676.0
Ebro,2021,5,0.8003,25351.0,31676.0
Ebro,2021,6,0.7982,31603.0,39595.0
Ebro,2021,7,0.7401,23442.0,31676.0
Ebro,2021,8,0.6112,24202.0,39595.0
Ebro,2021,9,0.5292,16763.0,31676.0
Ebro,2021,10,0.4997,15830.0,31676.0
Ebro,2021,11,0.4886,19347.0,39595.0
Ebro,2021,12,0.5987,18966.0,31676.0
Ebro,2022,1,0.6463,20471.0,31676.0
Ebro,2022,2,0.6579,20839.0,31676.0
Ebro,2022,3,0.6537,25882.0,39595.0
Ebro,2022,4,0.6955,22030.0,31676.0
Ebro,2022,5,0.7638,30242.0,39595.0
Ebro,2022,6,0.7119,22550.0,31676.0
Ebro,2022,7,0.6239,19740.0,31638.0
Ebro,2022,8,0.4874,19297.0,39595.0
Ebro,2022,9,0.3917,12407.0,31676.0
Ebro,2022,10,0.3534,11258.0,31852.0
Ebro,2022,11,0.3558,14165.0,39815.0
Ebro,2022,12,0.4057,12922.0,31852.0
Ebro,2023,1,0.4742,18882.0,39815.0
Ebro,2023,2,0.556,17711.0,31852.0
Ebro,2023,3,0.5848,18626.0,31852.0
Ebro,2023,4,0.5567,17733.0,31852.0
Ebro,2023,5,0.502,19987.0,39815.0
Ebro,2023,6,0.5062,16124.0,31852.0
Ebro,2023,7,0.5201,16566.0,31852.0
Ebro,2023,8,0.4249,16917.0,39815.0
Ebro,2023,9,0.3661,11661.0,31852.0
Ebro,2023,10,0.3524,13746.0,39010.0
Ebro,2023,11,0.5069,15820.0,31208.0
Ebro,2023,12,0.6054,18892.0,31208.0
Ebro,2024,1,0.6286,24522.0,39010.0
Ebro,2024,2,0.6474,20204.0,31208.0
Ebro,2024,3,0.7023,21917.0,31208.0
Ebro,2024,4,0.7412,28916.0,39010.0
Ebro,2024,5,0.7487,23364.0,31208.0
Ebro,2024,6,0.7535,23514.0,31208.0
Ebro,2024,7,0.6996,27291.0,39010.0
Ebro,2024,8,0.5742,17920.0,31208.0
Ebro,2024,9,0.5473,17081.0,31208.0
Ebro,2024,10,0.6316,24637.0,39010.0
Ebro,2024,11,0.7137,22273.0,31208.0
Ebro,2024,12,0.734,28632.0,39010.0
Ebro,2025,1,0.7551,23566.0,31208.0
Ebro,2025,2,0.7838,24460.0,31208.0
Ebro,2025,3,0.8164,25477.0,31208.0
Ebro,2025,4,0.8632,33672.0,39010.0
Ebro,2025,5,0.8916,27825.0,31208.0
Ebro,2025,6,0.8876,27700.0,31208.0
Ebro,2025,7,0.7976,31115.0,39010.0
Ebro,2025,8,0.6621,20662.0,31208.0
Ebro,2025,9,0.5726,22337.0,39010.0
Ebro,2025,10,0.5326,16621.0,31208.0
Ebro,2025,11,0.5302,16546.0,31208.0
Ebro,2025,12,0.5644,22016.0,39010.0
Ebro,2026,1,0.6024,18801.0,31208.0
Ebro,2026,2,0.7731,24128.0,31208.0
Ebro,2026,3,0.8446,32946.0,39010.0
Ebro,2026,4,0.8398,26210.0,31208.0
Ebro,2026,5,0.8781,27405.0,31208.0
Ebro,2026,6,0.8483,33091.0,39010.0
Ebro,2026,7,0.7646,11931.0,15604.0
Galicia Costa,1988,1,0.638,1692.0,2652.0
Galicia Costa,1988,2,0.8654,2295.0,2652.0
Galicia Costa,1988,3,0.7333,2431.0,3315.0
Galicia Costa,1988,4,0.7138,1893.0,2652.0
Galicia Costa,1988,5,0.8253,2736.0,3315.0
Galicia Costa,1988,6,0.7726,2049.0,2652.0
Galicia Costa,1988,7,0.6237,1654.0,2652.0
Galicia Costa,1988,8,0.5234,1735.0,3315.0
Galicia Costa,1988,9,0.4321,1146.0,2652.0
Galicia Costa,1988,10,0.3903,1035.0,2652.0
Galicia Costa,1988,11,0.3873,1284.0,3315.0
Galicia Costa,1988,12,0.4065,1078.0,2652.0
Galicia Costa,1989,1,0.4151,1376.0,3315.0
Galicia Costa,1989,2,0.3624,961.0,2652.0
Galicia Costa,1989,3,0.5471,1451.0,2652.0
Galicia Costa,1989,4,0.6968,1848.0,2652.0
Galicia Costa,1989,5,0.7985,2647.0,3315.0
Galicia Costa,1989,6,0.8299,2201.0,2652.0
Galicia Costa,1989,7,0.7072,1918.0,2712.0
Galicia Costa,1989,8,0.608,2061.0,3390.0
Galicia Costa,1989,9,0.5265,1428.0,2712.0
Galicia Costa,1989,10,0.4566,1548.0,3390.0
Galicia Costa,1989,11,0.4513,1224.0,2712.0
Galicia Costa,1989,12,0.5575,1512.0,2712.0
Galicia Costa,1990,1,0.6445,2185.0,3390.0
Galicia Costa,1990,2,0.7647,2074.0,2712.0
Galicia Costa,1990,3,0.7673,2081.0,2712.0
Galicia Costa,1990,4,0.6847,1857.0,2712.0
Galicia Costa,1990,5,0.6622,2245.0,3390.0
Galicia Costa,1990,6,0.6206,1683.0,2712.0
Galicia Costa,1990,7,0.5655,1917.0,3390.0
Galicia Costa,1990,8,0.4856,1317.0,2712.0
Galicia Costa,1990,9,0.4358,1182.0,2712.0
Galicia Costa,1990,10,0.3985,1351.0,3390.0
Galicia Costa,1990,11,0.601,1630.0,2712.0
Galicia Costa,1990,12,0.6044,1639.0,2712.0
Galicia Costa,1991,1,0.751,2546.0,3390.0
Galicia Costa,1991,2,0.8046,2182.0,2712.0
Galicia Costa,1991,3,0.8599,2332.0,2712.0
Galicia Costa,1991,4,0.8413,2852.0,3390.0
Galicia Costa,1991,5,0.8414,2282.0,2712.0
Galicia Costa,1991,6,0.8138,2207.0,2712.0
Galicia Costa,1991,7,0.7732,2621.0,3390.0
Galicia Costa,1991,8,0.7319,1985.0,2712.0
Galicia Costa,1991,9,0.6652,1804.0,2712.0
Galicia Costa,1991,10,0.5534,1885.0,3406.0
Galicia Costa,1991,11,0.5601,1528.0,2728.0
Galicia Costa,1991,12,0.4965,1693.0,3410.0
Galicia Costa,1992,1,0.4494,1226.0,2728.0
Galicia Costa,1992,2,0.4582,1250.0,2728.0
Galicia Costa,1992,3,0.4701,1603.0,3410.0
Galicia Costa,1992,4,0.625,1705.0,2728.0
Galicia Costa,1992,5,0.6386,1742.0,2728.0
Galicia Costa,1992,6,0.6683,2279.0,3410.0
Galicia Costa,1992,7,0.6287,1715.0,2728.0
Galicia Costa,1992,8,0.5627,1535.0,2728.0
Galicia Costa,1992,9,0.5449,1858.0,3410.0
Galicia Costa,1992,10,0.5403,1474.0,2728.0
Galicia Costa,1992,11,0.5861,1599.0,2728.0
Galicia Costa,1992,12,0.7687,2629.0,3420.0
Galicia Costa,1993,1,0.6827,1868.0,2736.0
Galicia Costa,1993,2,0.5859,1603.0,2736.0
Galicia Costa,1993,3,0.5532,1892.0,3420.0
Galicia Costa,1993,4,0.5987,1638.0,2736.0
Galicia Costa,1993,5,0.7032,1924.0,2736.0
Galicia Costa,1993,6,0.8211,2808.0,3420.0
Galicia Costa,1993,7,0.7701,2107.0,2736.0
Galicia Costa,1993,8,0.6763,2313.0,3420.0
Galicia Costa,1993,9,0.6283,1719.0,2736.0
Galicia Costa,1993,10,0.7383,2020.0,2736.0
Galicia Costa,1993,11,0.6629,2267.0,3420.0
Galicia Costa,1993,12,0.6773,1853.0,2736.0
Galicia Costa,1994,1,0.879,2405.0,2736.0
Galicia Costa,1994,2,0.7507,2054.0,2736.0
Galicia Costa,1994,3,0.7067,2417.0,3420.0
Galicia Costa,1994,4,0.6806,1862.0,2736.0
Galicia Costa,1994,5,0.7538,2578.0,3420.0
Galicia Costa,1994,6,0.8045,2201.0,2736.0
Galicia Costa,1994,7,0.7124,1949.0,2736.0
Galicia Costa,1994,8,0.617,2110.0,3420.0
Galicia Costa,1994,9,0.5588,1529.0,2736.0
Galicia Costa,1994,10,0.5439,1488.0,2736.0
Galicia Costa,1994,11,0.6088,2082.0,3420.0
Galicia Costa,1994,12,0.5895,1613.0,2736.0
Galicia Costa,1995,1,0.7442,2545.0,3420.0
Galicia Costa,1995,2,0.799,2186.0,2736.0
Galicia Costa,1995,3,0.7946,2174.0,2736.0
Galicia Costa,1995,4,0.6615,1810.0,2736.0
Galicia Costa,1995,5,0.5921,2025.0,3420.0
Galicia Costa,1995,6,0.5504,1506.0,2736.0
Galicia Costa,1995,7,0.4901,1341.0,2736.0
Galicia Costa,1995,8,0.4462,1526.0,3420.0
Galicia Costa,1995,9,0.4178,1143.0,2736.0
Galicia Costa,1995,10,0.4178,1429.0,3420.0
Galicia Costa,1995,11,0.5336,1460.0,2736.0
Galicia Costa,1995,12,0.7376,2018.0,2736.0
Galicia Costa,1996,1,0.8974,3069.0,3420.0
Galicia Costa,1996,2,0.8604,2354.0,2736.0
Galicia Costa,1996,3,0.8695,2379.0,2736.0
Galicia Costa,1996,4,0.8667,2964.0,3420.0
Galicia Costa,1996,5,0.8436,2308.0,2736.0
Galicia Costa,1996,6,0.8045,2201.0,2736.0
Galicia Costa,1996,7,0.719,2459.0,3420.0
Galicia Costa,1996,8,0.6356,1739.0,2736.0
Galicia Costa,1996,9,0.5439,1488.0,2736.0
Galicia Costa,1996,10,0.4956,1695.0,3420.0
Galicia Costa,1996,11,0.4942,1352.0,2736.0
Galicia Costa,1996,12,0.5871,2008.0,3420.0
Galicia Costa,1997,1,0.6385,1747.0,2736.0
Galicia Costa,1997,2,0.686,1877.0,2736.0
Galicia Costa,1997,3,0.7127,1950.0,2736.0
Galicia Costa,1997,4,0.662,2264.0,3420.0
Galicia Costa,1997,5,0.6732,1842.0,2736.0
Galicia Costa,1997,6,0.7493,2050.0,2736.0
Galicia Costa,1997,7,0.7301,2497.0,3420.0
Galicia Costa,1997,8,0.6341,1735.0,2736.0
Galicia Costa,1997,9,0.5357,1832.0,3420.0
Galicia Costa,1997,10,0.4598,1258.0,2736.0
Galicia Costa,1997,11,0.5804,1588.0,2736.0
Galicia Costa,1997,12,0.7655,2618.0,3420.0
Galicia Costa,1998,1,0.7255,1985.0,2736.0
Galicia Costa,1998,2,0.6411,1754.0,2736.0
Galicia Costa,1998,3,0.6482,2217.0,3420.0
Galicia Costa,1998,4,0.803,2197.0,2736.0
Galicia Costa,1998,5,0.8041,2200.0,2736.0
Galicia Costa,1998,6,0.7596,2598.0,3420.0
Galicia Costa,1998,7,0.7401,2025.0,2736.0
Galicia Costa,1998,8,0.6659,1822.0,2736.0
Galicia Costa,1998,9,0.5596,1914.0,3420.0
Galicia Costa,1998,10,0.4974,1361.0,2736.0
Galicia Costa,1998,11,0.4708,1288.0,2736.0
Galicia Costa,1998,12,0.4553,1557.0,3420.0
Galicia Costa,1999,1,0.5387,1474.0,2736.0
Galicia Costa,1999,2,0.5947,1627.0,2736.0
Galicia Costa,1999,3,0.7009,2397.0,3420.0
Galicia Costa,1999,4,0.7661,2096.0,2736.0
Galicia Costa,1999,5,0.8282,2266.0,2736.0
Galicia Costa,1999,6,0.7865,2690.0,3420.0
Galicia Costa,1999,7,0.7343,2009.0,2736.0
Galicia Costa,1999,8,0.6632,2268.0,3420.0
Galicia Costa,1999,9,0.5811,1590.0,2736.0
Galicia Costa,1999,10,0.5621,1538.0,2736.0
Galicia Costa,1999,11,0.6734,2303.0,3420.0
Galicia Costa,1999,12,0.6626,1813.0,2736.0
Galicia Costa,2000,1,0.712,1948.0,2736.0
Galicia Costa,2000,2,0.6635,2269.0,3420.0
Galicia Costa,2000,3,0.6681,1828.0,2736.0
Galicia Costa,2000,4,0.7102,1943.0,2736.0
Galicia Costa,2000,5,0.7904,2703.0,3420.0
Galicia Costa,2000,6,0.7284,1993.0,2736.0
Galicia Costa,2000,7,0.6626,1813.0,2736.0
Galicia Costa,2000,8,0.5784,1978.0,3420.0
Galicia Costa,2000,9,0.4963,1358.0,2736.0
Galicia Costa,2000,10,0.4684,1602.0,3420.0
Galicia Costa,2000,11,0.7562,2069.0,2736.0
Galicia Costa,2000,12,0.8783,2403.0,2736.0
Galicia Costa,2001,1,0.8819,3016.0,3420.0
Galicia Costa,2001,2,0.8505,2327.0,2736.0
Galicia Costa,2001,3,0.8732,2389.0,2736.0
Galicia Costa,2001,4,0.8538,2336.0,2736.0
Galicia Costa,2001,5,0.7468,2554.0,3420.0
Galicia Costa,2001,6,0.739,2022.0,2736.0
Galicia Costa,2001,7,0.7143,2443.0,3420.0
Galicia Costa,2001,8,0.6488,1775.0,2736.0
Galicia Costa,2001,9,0.5493,1503.0,2736.0
Galicia Costa,2001,10,0.4541,1553.0,3420.0
Galicia Costa,2001,11,0.4539,1242.0,2736.0
Galicia Costa,2001,12,0.4108,1124.0,2736.0
Galicia Costa,2002,1,0.4117,1408.0,3420.0
Galicia Costa,2002,2,0.6217,1701.0,2736.0
Galicia Costa,2002,3,0.7456,2040.0,2736.0
Galicia Costa,2002,4,0.7444,2546.0,3420.0
Galicia Costa,2002,5,0.7474,2045.0,2736.0
Galicia Costa,2002,6,0.7621,2085.0,2736.0
Galicia Costa,2002,7,0.7167,2451.0,3420.0
Galicia Costa,2002,8,0.6246,1709.0,2736.0
Galicia Costa,2002,9,0.5417,1482.0,2736.0
Galicia Costa,2002,10,0.4822,1649.0,3420.0
Galicia Costa,2002,11,0.625,1710.0,2736.0
Galicia Costa,2002,12,0.748,2558.0,3420.0
Galicia Costa,2003,1,0.8275,2264.0,2736.0
Galicia Costa,2003,2,0.7588,2076.0,2736.0
Galicia Costa,2003,3,0.7796,2133.0,2736.0
Galicia Costa,2003,4,0.7462,2552.0,3420.0
Galicia Costa,2003,5,0.8099,2216.0,2736.0
Galicia Costa,2003,6,0.7646,2092.0,2736.0
Galicia Costa,2003,7,0.7085,2423.0,3420.0
Galicia Costa,2003,8,0.6308,1726.0,2736.0
Galicia Costa,2003,9,0.5398,1846.0,3420.0
Galicia Costa,2003,10,0.4686,1282.0,2736.0
Galicia Costa,2003,11,0.5567,1523.0,2736.0
Galicia Costa,2003,12,0.6959,2380.0,3420.0
Galicia Costa,2004,1,0.7383,2020.0,2736.0
Galicia Costa,2004,2,0.7306,1999.0,2736.0
Galicia Costa,2004,3,0.6819,2332.0,3420.0
Galicia Costa,2004,4,0.7182,1965.0,2736.0
Galicia Costa,2004,5,0.7851,2148.0,2736.0
Galicia Costa,2004,6,0.7436,2543.0,3420.0
Galicia Costa,2004,7,0.6279,1718.0,2736.0
Galicia Costa,2004,8,0.5064,1732.0,3420.0
Galicia Costa,2004,9,0.4042,1106.0,2736.0
Galicia Costa,2004,10,0.3947,1080.0,2736.0
Galicia Costa,2004,11,0.5222,1786.0,3420.0
Galicia Costa,2004,12,0.4565,1249.0,2736.0
Galicia Costa,2005,1,0.4726,1293.0,2736.0
Galicia Costa,2005,2,0.4667,1277.0,2736.0
Galicia Costa,2005,3,0.4491,1536.0,3420.0
Galicia Costa,2005,4,0.5205,1424.0,2736.0
Galicia Costa,2005,5,0.6246,2136.0,3420.0
Galicia Costa,2005,6,0.6385,1747.0,2736.0
Galicia Costa,2005,7,0.5947,1627.0,2736.0
Galicia Costa,2005,8,0.5348,1829.0,3420.0
Galicia Costa,2005,9,0.4751,1300.0,2736.0
Galicia Costa,2005,10,0.4214,1153.0,2736.0
Galicia Costa,2005,11,0.5327,1822.0,3420.0
Galicia Costa,2005,12,0.6195,1695.0,2736.0
Galicia Costa,2006,1,0.5959,2038.0,3420.0
Galicia Costa,2006,2,0.6473,1771.0,2736.0
Galicia Costa,2006,3,0.765,2093.0,2736.0
Galicia Costa,2006,4,0.7865,2152.0,2736.0
Galicia Costa,2006,5,0.7804,2669.0,3420.0
Galicia Costa,2006,6,0.7325,2004.0,2736.0
Galicia Costa,2006,7,0.6553,1793.0,2736.0
Galicia Costa,2006,8,0.5649,1932.0,3420.0
Galicia Costa,2006,9,0.4825,1320.0,2736.0
Galicia Costa,2006,10,0.5702,1950.0,3420.0
Galicia Costa,2006,11,0.6886,1884.0,2736.0
Galicia Costa,2006,12,0.7836,2144.0,2736.0
Galicia Costa,2007,1,0.7173,2453.0,3420.0
Galicia Costa,2007,2,0.7544,2064.0,2736.0
Galicia Costa,2007,3,0.8191,2241.0,2736.0
Galicia Costa,2007,4,0.7646,2092.0,2736.0
Galicia Costa,2007,5,0.7658,2619.0,3420.0
Galicia Costa,2007,6,0.7752,2121.0,2736.0
Galicia Costa,2007,7,0.7365,2519.0,3420.0
Galicia Costa,2007,8,0.6352,1738.0,2736.0
Galicia Costa,2007,9,0.5373,1470.0,2736.0
Galicia Costa,2007,10,0.4056,1387.0,3420.0
Galicia Costa,2007,11,0.337,922.0,2736.0
Galicia Costa,2007,12,0.3282,898.0,2736.0
Galicia Costa,2008,1,0.4298,1470.0,3420.0
Galicia Costa,2008,2,0.5344,1462.0,2736.0
Galicia Costa,2008,3,0.5135,1405.0,2736.0
Galicia Costa,2008,4,0.6246,2136.0,3420.0
Galicia Costa,2008,5,0.777,2126.0,2736.0
Galicia Costa,2008,6,0.8001,2189.0,2736.0
Galicia Costa,2008,7,0.7477,2557.0,3420.0
Galicia Costa,2008,8,0.6674,1826.0,2736.0
Galicia Costa,2008,9,0.5927,2027.0,3420.0
Galicia Costa,2008,10,0.5194,1421.0,2736.0
Galicia Costa,2008,11,0.515,1409.0,2736.0
Galicia Costa,2008,12,0.6719,2298.0,3420.0
Galicia Costa,2009,1,0.6882,1883.0,2736.0
Galicia Costa,2009,2,0.7968,2180.0,2736.0
Galicia Costa,2009,3,0.6942,2374.0,3420.0
Galicia Costa,2009,4,0.6886,1884.0,2736.0
Galicia Costa,2009,5,0.7127,1950.0,2736.0
Galicia Costa,2009,6,0.7544,2580.0,3420.0
Galicia Costa,2009,7,0.7398,2024.0,2736.0
Galicia Costa,2009,8,0.7105,1944.0,2736.0
Galicia Costa,2009,9,0.6155,2105.0,3420.0
Galicia Costa,2009,10,0.5322,1456.0,2736.0
Galicia Costa,2009,11,0.587,1606.0,2736.0
Galicia Costa,2009,12,0.6906,2362.0,3420.0
Galicia Costa,2010,1,0.7485,2048.0,2736.0
Galicia Costa,2010,2,0.7021,1921.0,2736.0
Galicia Costa,2010,3,0.8064,2758.0,3420.0
Galicia Costa,2010,4,0.8136,2226.0,2736.0
Galicia Costa,2010,5,0.7946,2174.0,2736.0
Galicia Costa,2010,6,0.7918,2708.0,3420.0
Galicia Costa,2010,7,0.7401,2025.0,2736.0
Galicia Costa,2010,8,0.6409,2192.0,3420.0
Galicia Costa,2010,9,0.545,1491.0,2736.0
Galicia Costa,2010,10,0.5,1368.0,2736.0
Galicia Costa,2010,11,0.6038,2065.0,3420.0
Galicia Costa,2010,12,0.6948,1901.0,2736.0
Galicia Costa,2011,1,0.7262,1987.0,2736.0
Galicia Costa,2011,2,0.6762,1850.0,2736.0
Galicia Costa,2011,3,0.6836,2338.0,3420.0
Galicia Costa,2011,4,0.701,1918.0,2736.0
Galicia Costa,2011,5,0.7251,2480.0,3420.0
