basin,year,month,fill_ratio,stored_hm3,capacity_hm3
Cantábrico Occidental,2025,9,0.6465,1584.0,2450.0
Cantábrico Occidental,2025,10,0.5964,1169.0,1960.0
Cantábrico Occidental,2025,11,0.5643,1106.0,1960.0
Cantábrico Occidental,2025,12,0.6049,1482.0,2450.0
Cantábrico Occidental,2026,1,0.5776,1132.0,1960.0
Cantábrico Occidental,2026,2,0.8862,1737.0,1960.0
Cantábrico Occidental,2026,3,0.8584,2103.0,2450.0
Cantábrico Occidental,2026,4,0.8464,1659.0,1960.0
Cantábrico Occidental,2026,5,0.848,1662.0,1960.0
Cantábrico Occidental,2026,6,0.8649,2119.0,2450.0
Cantábrico Occidental,2026,7,0.8102,794.0,980.0
Cantábrico Oriental,1988,1,0.5644,149.0,264.0
Cantábrico Oriental,1988,2,0.7841,207.0,264.0
Cantábrico Oriental,1988,3,0.803,265.0,330.0
Cantábrico Oriental,1988,4,0.822,217.0,264.0
Cantábrico Oriental,1988,5,0.8424,278.0,330.0
Cantábrico Oriental,1988,6,0.8371,221.0,264.0
Cantábrico Oriental,1988,7,0.8333,220.0,264.0
Cantábrico Oriental,1988,8,0.7758,256.0,330.0
Cantábrico Oriental,1988,9,0.7083,187.0,264.0
Cantábrico Oriental,1988,10,0.6477,171.0,264.0
Cantábrico Oriental,1988,11,0.5576,184.0,330.0
Cantábrico Oriental,1988,12,0.4962,131.0,264.0
Cantábrico Oriental,1989,1,0.4333,143.0,330.0
Cantábrico Oriental,1989,2,0.4015,106.0,264.0
Cantábrico Oriental,1989,3,0.4394,116.0,264.0
Cantábrico Oriental,1989,4,0.553,146.0,264.0
Cantábrico Oriental,1989,5,0.7182,237.0,330.0
Cantábrico Oriental,1989,6,0.6667,176.0,264.0
Cantábrico Oriental,1989,7,0.6098,161.0,264.0
Cantábrico Oriental,1989,8,0.5121,169.0,330.0
Cantábrico Oriental,1989,9,0.4242,112.0,264.0
Cantábrico Oriental,1989,10,0.3364,111.0,330.0
Cantábrico Oriental,1989,11,0.2803,74.0,264.0
Cantábrico Oriental,1989,12,0.2235,59.0,264.0
Cantábrico Oriental,1990,1,0.1818,60.0,330.0
Cantábrico Oriental,1990,2,0.1894,50.0,264.0
Cantábrico Oriental,1990,3,0.2121,56.0,264.0
Cantábrico Oriental,1990,4,0.3182,84.0,264.0
Cantábrico Oriental,1990,5,0.8394,277.0,330.0
Cantábrico Oriental,1990,6,0.8182,216.0,264.0
Cantábrico Oriental,1990,7,0.7697,254.0,330.0
Cantábrico Oriental,1990,8,0.7008,185.0,264.0
Cantábrico Oriental,1990,9,0.6364,168.0,264.0
Cantábrico Oriental,1990,10,0.5647,192.0,340.0
Cantábrico Oriental,1990,11,0.5599,159.0,284.0
Cantábrico Oriental,1990,12,0.6972,198.0,284.0
Cantábrico Oriental,1991,1,0.8,276.0,345.0
Cantábrico Oriental,1991,2,0.8068,213.0,264.0
Cantábrico Oriental,1991,3,0.7955,210.0,264.0
Cantábrico Oriental,1991,4,0.8364,276.0,330.0
Cantábrico Oriental,1991,5,0.8902,235.0,264.0
Cantábrico Oriental,1991,6,0.8333,220.0,264.0
Cantábrico Oriental,1991,7,0.7515,248.0,330.0
Cantábrico Oriental,1991,8,0.6629,175.0,264.0
Cantábrico Oriental,1991,9,0.5871,155.0,264.0
Cantábrico Oriental,1991,10,0.5543,194.0,350.0
Cantábrico Oriental,1991,11,0.6197,176.0,284.0
Cantábrico Oriental,1991,12,0.7408,263.0,355.0
Cantábrico Oriental,1992,1,0.6761,192.0,284.0
Cantábrico Oriental,1992,2,0.6338,180.0,284.0
Cantábrico Oriental,1992,3,0.5972,212.0,355.0
Cantábrico Oriental,1992,4,0.8521,242.0,284.0
Cantábrico Oriental,1992,5,0.9049,257.0,284.0
Cantábrico Oriental,1992,6,0.8817,313.0,355.0
Cantábrico Oriental,1992,7,0.912,259.0,284.0
Cantábrico Oriental,1992,8,0.838,238.0,284.0
Cantábrico Oriental,1992,9,0.7718,274.0,355.0
Cantábrico Oriental,1992,10,0.8415,239.0,284.0
Cantábrico Oriental,1992,11,0.8662,246.0,284.0
Cantábrico Oriental,1992,12,0.8592,305.0,355.0
Cantábrico Oriental,1993,1,0.831,236.0,284.0
Cantábrico Oriental,1993,2,0.7641,217.0,284.0
Cantábrico Oriental,1993,3,0.7549,268.0,355.0
Cantábrico Oriental,1993,4,0.743,211.0,284.0
Cantábrico Oriental,1993,5,0.743,211.0,284.0
Cantábrico Oriental,1993,6,0.693,246.0,355.0
Cantábrico Oriental,1993,7,0.6514,185.0,284.0
Cantábrico Oriental,1993,8,0.5803,206.0,355.0
Cantábrico Oriental,1993,9,0.5106,145.0,284.0
Cantábrico Oriental,1993,10,0.5669,161.0,284.0
Cantábrico Oriental,1993,11,0.6056,215.0,355.0
Cantábrico Oriental,1993,12,0.6514,185.0,284.0
Cantábrico Oriental,1994,1,0.8732,248.0,284.0
Cantábrico Oriental,1994,2,0.8803,250.0,284.0
Cantábrico Oriental,1994,3,0.8789,312.0,355.0
Cantábrico Oriental,1994,4,0.8908,253.0,284.0
Cantábrico Oriental,1994,5,0.8845,314.0,355.0
Cantábrico Oriental,1994,6,0.8662,246.0,284.0
Cantábrico Oriental,1994,7,0.8204,233.0,284.0
Cantábrico Oriental,1994,8,0.7465,265.0,355.0
Cantábrico Oriental,1994,9,0.6796,193.0,284.0
Cantábrico Oriental,1994,10,0.6937,197.0,284.0
Cantábrico Oriental,1994,11,0.6845,243.0,355.0
Cantábrico Oriental,1994,12,0.6585,187.0,284.0
Cantábrico Oriental,1995,1,0.8479,301.0,355.0
Cantábrico Oriental,1995,2,0.8521,242.0,284.0
Cantábrico Oriental,1995,3,0.8768,249.0,284.0
Cantábrico Oriental,1995,4,0.8592,244.0,284.0
Cantábrico Oriental,1995,5,0.8225,292.0,355.0
Cantábrico Oriental,1995,6,0.7782,221.0,284.0
Cantábrico Oriental,1995,7,0.75,213.0,284.0
Cantábrico Oriental,1995,8,0.6732,239.0,355.0
Cantábrico Oriental,1995,9,0.588,167.0,284.0
Cantábrico Oriental,1995,10,0.5099,181.0,355.0
Cantábrico Oriental,1995,11,0.4225,120.0,284.0
Cantábrico Oriental,1995,12,0.3944,112.0,284.0
Cantábrico Oriental,1996,1,0.369,131.0,355.0
Cantábrico Oriental,1996,2,0.4754,135.0,284.0
Cantábrico Oriental,1996,3,0.7324,208.0,284.0
Cantábrico Oriental,1996,4,0.7324,260.0,355.0
Cantábrico Oriental,1996,5,0.7113,202.0,284.0
Cantábrico Oriental,1996,6,0.6655,189.0,284.0
Cantábrico Oriental,1996,7,0.5887,209.0,355.0
Cantábrico Oriental,1996,8,0.5669,161.0,284.0
Cantábrico Oriental,1996,9,0.5423,154.0,284.0
Cantábrico Oriental,1996,10,0.5662,201.0,355.0
Cantábrico Oriental,1996,11,0.6127,174.0,284.0
Cantábrico Oriental,1996,12,0.9127,324.0,355.0
Cantábrico Oriental,1997,1,0.9155,260.0,284.0
Cantábrico Oriental,1997,2,0.8979,255.0,284.0
Cantábrico Oriental,1997,3,0.838,238.0,284.0
Cantábrico Oriental,1997,4,0.7718,274.0,355.0
Cantábrico Oriental,1997,5,0.7852,223.0,284.0
Cantábrico Oriental,1997,6,0.8662,246.0,284.0
Cantábrico Oriental,1997,7,0.8761,311.0,355.0
Cantábrico Oriental,1997,8,0.8768,249.0,284.0
Cantábrico Oriental,1997,9,0.8197,291.0,355.0
Cantábrico Oriental,1997,10,0.7606,216.0,284.0
Cantábrico Oriental,1997,11,0.7254,206.0,284.0
Cantábrico Oriental,1997,12,0.8451,300.0,355.0
Cantábrico Oriental,1998,1,0.8873,252.0,284.0
Cantábrico Oriental,1998,2,0.8627,245.0,284.0
Cantábrico Oriental,1998,3,0.8394,298.0,355.0
Cantábrico Oriental,1998,4,0.831,236.0,284.0
Cantábrico Oriental,1998,5,0.8627,245.0,284.0
Cantábrico Oriental,1998,6,0.8197,291.0,355.0
Cantábrico Oriental,1998,7,0.7535,214.0,284.0
Cantábrico Oriental,1998,8,0.7183,204.0,284.0
Cantábrico Oriental,1998,9,0.6254,222.0,355.0
Cantábrico Oriental,1998,10,0.8204,233.0,284.0
Cantábrico Oriental,1998,11,0.8451,240.0,284.0
Cantábrico Oriental,1998,12,0.8817,313.0,355.0
Cantábrico Oriental,1999,1,0.8592,244.0,284.0
Cantábrico Oriental,1999,2,0.9049,257.0,284.0
Cantábrico Oriental,1999,3,0.8986,319.0,355.0
Cantábrico Oriental,1999,4,0.8944,254.0,284.0
Cantábrico Oriental,1999,5,0.9014,256.0,284.0
Cantábrico Oriental,1999,6,0.8648,307.0,355.0
Cantábrico Oriental,1999,7,0.7676,218.0,284.0
Cantábrico Oriental,1999,8,0.6451,229.0,355.0
Cantábrico Oriental,1999,9,0.5669,161.0,284.0
Cantábrico Oriental,1999,10,0.4824,137.0,284.0
Cantábrico Oriental,1999,11,0.431,153.0,355.0
Cantábrico Oriental,1999,12,0.5317,151.0,284.0
Cantábrico Oriental,2000,1,0.6408,182.0,284.0
Cantábrico Oriental,2000,2,0.6958,247.0,355.0
Cantábrico Oriental,2000,3,0.8028,228.0,284.0
Cantábrico Oriental,2000,4,0.831,236.0,284.0
Cantábrico Oriental,2000,5,0.8423,299.0,355.0
Cantábrico Oriental,2000,6,0.7289,207.0,284.0
Cantábrico Oriental,2000,7,0.7359,209.0,284.0
Cantábrico Oriental,2000,8,0.7127,253.0,355.0
Cantábrico Oriental,2000,9,0.6092,173.0,284.0
Cantábrico Oriental,2000,10,0.6113,217.0,355.0
Cantábrico Oriental,2000,11,0.7394,210.0,284.0
Cantábrico Oriental,2000,12,0.7852,223.0,284.0
Cantábrico Oriental,2001,1,0.7915,281.0,355.0
Cantábrico Oriental,2001,2,0.8697,247.0,284.0
Cantábrico Oriental,2001,3,0.8768,249.0,284.0
Cantábrico Oriental,2001,4,0.8732,248.0,284.0
Cantábrico Oriental,2001,5,0.8958,318.0,355.0
Cantábrico Oriental,2001,6,0.8275,235.0,284.0
Cantábrico Oriental,2001,7,0.7408,263.0,355.0
Cantábrico Oriental,2001,8,0.6479,184.0,284.0
Cantábrico Oriental,2001,9,0.5669,161.0,284.0
Cantábrico Oriental,2001,10,0.4732,168.0,355.0
Cantábrico Oriental,2001,11,0.419,119.0,284.0
Cantábrico Oriental,2001,12,0.419,119.0,284.0
Cantábrico Oriental,2002,1,0.4141,147.0,355.0
Cantábrico Oriental,2002,2,0.4683,133.0,284.0
Cantábrico Oriental,2002,3,0.6268,178.0,284.0
Cantábrico Oriental,2002,4,0.6507,231.0,355.0
Cantábrico Oriental,2002,5,0.7817,222.0,284.0
Cantábrico Oriental,2002,6,0.8134,231.0,284.0
Cantábrico Oriental,2002,7,0.769,273.0,355.0
Cantábrico Oriental,2002,8,0.7324,208.0,284.0
Cantábrico Oriental,2002,9,0.7676,218.0,284.0
Cantábrico Oriental,2002,10,0.7155,254.0,355.0
Cantábrico Oriental,2002,11,0.7394,210.0,284.0
Cantábrico Oriental,2002,12,0.8704,309.0,355.0
Cantábrico Oriental,2003,1,0.8944,254.0,284.0
Cantábrico Oriental,2003,2,0.9085,258.0,284.0
Cantábrico Oriental,2003,3,0.8838,251.0,284.0
Cantábrico Oriental,2003,4,0.8366,297.0,355.0
Cantábrico Oriental,2003,5,0.8415,239.0,284.0
Cantábrico Oriental,2003,6,0.8063,229.0,284.0
Cantábrico Oriental,2003,7,0.7211,256.0,355.0
Cantábrico Oriental,2003,8,0.6373,181.0,284.0
Cantábrico Oriental,2003,9,0.5437,193.0,355.0
Cantábrico Oriental,2003,10,0.4789,136.0,284.0
Cantábrico Oriental,2003,11,0.4894,139.0,284.0
Cantábrico Oriental,2003,12,0.538,191.0,355.0
Cantábrico Oriental,2004,1,0.6232,177.0,284.0
Cantábrico Oriental,2004,2,0.7993,227.0,284.0
Cantábrico Oriental,2004,3,0.8873,315.0,355.0
Cantábrico Oriental,2004,4,0.8873,252.0,284.0
Cantábrico Oriental,2004,5,0.8908,253.0,284.0
Cantábrico Oriental,2004,6,0.8366,297.0,355.0
Cantábrico Oriental,2004,7,0.7465,212.0,284.0
Cantábrico Oriental,2004,8,0.6563,233.0,355.0
Cantábrico Oriental,2004,9,0.5669,161.0,284.0
Cantábrico Oriental,2004,10,0.4683,133.0,284.0
Cantábrico Oriental,2004,11,0.5099,181.0,355.0
Cantábrico Oriental,2004,12,0.6232,177.0,284.0
Cantábrico Oriental,2005,1,0.8239,234.0,284.0
Cantábrico Oriental,2005,2,0.8908,253.0,284.0
Cantábrico Oriental,2005,3,0.8817,313.0,355.0
Cantábrico Oriental,2005,4,0.8768,249.0,284.0
Cantábrico Oriental,2005,5,0.8761,311.0,355.0
Cantábrico Oriental,2005,6,0.8099,230.0,284.0
Cantábrico Oriental,2005,7,0.7324,208.0,284.0
Cantábrico Oriental,2005,8,0.6479,230.0,355.0
Cantábrico Oriental,2005,9,0.5845,166.0,284.0
Cantábrico Oriental,2005,10,0.5246,149.0,284.0
Cantábrico Oriental,2005,11,0.5127,182.0,355.0
Cantábrico Oriental,2005,12,0.7746,220.0,284.0
Cantábrico Oriental,2006,1,0.8704,309.0,355.0
Cantábrico Oriental,2006,2,0.8521,242.0,284.0
Cantábrico Oriental,2006,3,0.8697,247.0,284.0
Cantábrico Oriental,2006,4,0.838,238.0,284.0
Cantábrico Oriental,2006,5,0.8028,285.0,355.0
Cantábrico Oriental,2006,6,0.7359,209.0,284.0
Cantábrico Oriental,2006,7,0.6725,191.0,284.0
Cantábrico Oriental,2006,8,0.6056,215.0,355.0
Cantábrico Oriental,2006,9,0.5282,150.0,284.0
Cantábrico Oriental,2006,10,0.4901,174.0,355.0
Cantábrico Oriental,2006,11,0.4472,127.0,284.0
Cantábrico Oriental,2006,12,0.5246,149.0,284.0
Cantábrico Oriental,2007,1,0.5577,198.0,355.0
Cantábrico Oriental,2007,2,0.7007,199.0,284.0
Cantábrico Oriental,2007,3,0.8592,244.0,284.0
Cantábrico Oriental,2007,4,0.9014,256.0,284.0
Cantábrico Oriental,2007,5,0.893,317.0,355.0
Cantábrico Oriental,2007,6,0.8979,255.0,284.0
Cantábrico Oriental,2007,7,0.8394,298.0,355.0
Cantábrico Oriental,2007,8,0.7958,226.0,284.0
Cantábrico Oriental,2007,9,0.8134,231.0,284.0
Cantábrico Oriental,2007,10,0.7803,277.0,355.0
Cantábrico Oriental,2007,11,0.7183,204.0,284.0
Cantábrico Oriental,2007,12,0.7746,220.0,284.0
Cantábrico Oriental,2008,1,0.8338,296.0,355.0
Cantábrico Oriental,2008,2,0.8451,240.0,284.0
Cantábrico Oriental,2008,3,0.831,236.0,284.0
Cantábrico Oriental,2008,4,0.9042,321.0,355.0
Cantábrico Oriental,2008,5,0.8803,250.0,284.0
Cantábrico Oriental,2008,6,0.8979,255.0,284.0
Cantábrico Oriental,2008,7,0.8563,304.0,355.0
Cantábrico Oriental,2008,8,0.7782,221.0,284.0
Cantábrico Oriental,2008,9,0.6986,248.0,355.0
Cantábrico Oriental,2008,10,0.6479,184.0,284.0
Cantábrico Oriental,2008,11,0.7746,220.0,284.0
Cantábrico Oriental,2008,12,0.8986,319.0,355.0
Cantábrico Oriental,2009,1,0.8732,248.0,284.0
Cantábrico Oriental,2009,2,0.8768,249.0,284.0
Cantábrico Oriental,2009,3,0.862,306.0,355.0
Cantábrico Oriental,2009,4,0.8521,242.0,284.0
Cantábrico Oriental,2009,5,0.8627,245.0,284.0
Cantábrico Oriental,2009,6,0.8254,293.0,355.0
Cantábrico Oriental,2009,7,0.757,215.0,284.0
Cantábrico Oriental,2009,8,0.7007,199.0,284.0
Cantábrico Oriental,2009,9,0.6451,229.0,355.0
Cantábrico Oriental,2009,10,0.6056,172.0,284.0
Cantábrico Oriental,2009,11,0.7218,205.0,284.0
Cantábrico Oriental,2009,12,0.8,284.0,355.0
Cantábrico Oriental,2010,1,0.8451,240.0,284.0
Cantábrico Oriental,2010,2,0.8571,264.0,308.0
Cantábrico Oriental,2010,3,0.8228,325.0,395.0
Cantábrico Oriental,2010,4,0.7848,248.0,316.0
Cantábrico Oriental,2010,5,0.8101,256.0,316.0
Cantábrico Oriental,2010,6,0.843,333.0,395.0
Cantábrico Oriental,2010,7,0.8228,260.0,316.0
Cantábrico Oriental,2010,8,0.7544,298.0,395.0
Cantábrico Oriental,2010,9,0.6835,216.0,316.0
Cantábrico Oriental,2010,10,0.6392,202.0,316.0
Cantábrico Oriental,2010,11,0.6658,263.0,395.0
Cantábrico Oriental,2010,12,0.8196,259.0,316.0
Cantábrico Oriental,2011,1,0.8196,259.0,316.0
Cantábrico Oriental,2011,2,0.7753,245.0,316.0
Cantábrico Oriental,2011,3,0.8456,334.0,395.0
Cantábrico Oriental,2011,4,0.8133,257.0,316.0
Cantábrico Oriental,2011,5,0.7671,303.0,395.0
Cantábrico Oriental,2011,6,0.7342,232.0,316.0
Cantábrico Oriental,2011,7,0.693,219.0,316.0
Cantábrico Oriental,2011,8,0.7367,291.0,395.0
Cantábrico Oriental,2011,9,0.6899,218.0,316.0
Cantábrico Oriental,2011,10,0.6424,203.0,316.0
Cantábrico Oriental,2011,11,0.6532,258.0,395.0
Cantábrico Oriental,2011,12,0.6424,203.0,316.0
Cantábrico Oriental,2012,1,0.7519,297.0,395.0
Cantábrico Oriental,2012,2,0.807,255.0,316.0
Cantábrico Oriental,2012,3,0.8038,254.0,316.0
Cantábrico Oriental,2012,4,0.807,255.0,316.0
Cantábrico Oriental,2012,5,0.8785,347.0,395.0
Cantábrico Oriental,2012,6,0.8639,273.0,316.0
Cantábrico Oriental,2012,7,0.8025,317.0,395.0
Cantábrico Oriental,2012,8,0.731,231.0,316.0
Cantábrico Oriental,2012,9,0.6835,216.0,316.0
Cantábrico Oriental,2012,10,0.6278,248.0,395.0
Cantábrico Oriental,2012,11,0.6456,204.0,316.0
Cantábrico Oriental,2012,12,0.8228,260.0,316.0
Cantábrico Oriental,2013,1,0.8658,342.0,395.0
Cantábrico Oriental,2013,2,0.8861,280.0,316.0
Cantábrico Oriental,2013,3,0.8734,276.0,316.0
Cantábrico Oriental,2013,4,0.8911,352.0,395.0
Cantábrico Oriental,2013,5,0.8956,283.0,316.0
Cantábrico Oriental,2013,6,0.9051,286.0,316.0
Cantábrico Oriental,2013,7,0.8759,346.0,395.0
Cantábrico Oriental,2013,8,0.8386,265.0,316.0
Cantábrico Oriental,2013,9,0.7785,246.0,316.0
Cantábrico Oriental,2013,10,0.6835,270.0,395.0
Cantábrico Oriental,2013,11,0.7437,235.0,316.0
Cantábrico Oriental,2013,12,0.8582,339.0,395.0
Cantábrico Oriental,2014,1,0.8386,265.0,316.0
Cantábrico Oriental,2014,2,0.8829,279.0,316.0
Cantábrico Oriental,2014,3,0.8608,272.0,316.0
Cantábrico Oriental,2014,4,0.881,348.0,395.0
Cantábrico Oriental,2014,5,0.8449,267.0,316.0
Cantábrico Oriental,2014,6,0.8291,262.0,316.0
Cantábrico Oriental,2014,7,0.8127,321.0,395.0
Cantábrico Oriental,2014,8,0.7532,238.0,316.0
Cantábrico Oriental,2014,9,0.6835,270.0,395.0
Cantábrico Oriental,2014,10,0.6266,198.0,316.0
Cantábrico Oriental,2014,11,0.5918,187.0,316.0
Cantábrico Oriental,2014,12,0.7266,287.0,395.0
Cantábrico Oriental,2015,1,0.8608,272.0,316.0
Cantábrico Oriental,2015,2,0.8829,279.0,316.0
Cantábrico Oriental,2015,3,0.8785,347.0,395.0
Cantábrico Oriental,2015,4,0.8639,273.0,316.0
Cantábrico Oriental,2015,5,0.8354,264.0,316.0
Cantábrico Oriental,2015,6,0.7797,308.0,395.0
Cantábrico Oriental,2015,7,0.7405,234.0,316.0
Cantábrico Oriental,2015,8,0.693,219.0,316.0
Cantábrico Oriental,2015,9,0.6354,251.0,395.0
Cantábrico Oriental,2015,10,0.5918,187.0,316.0
Cantábrico Oriental,2015,11,0.557,176.0,316.0
Cantábrico Oriental,2015,12,0.6582,260.0,395.0
Cantábrico Oriental,2016,1,0.6234,197.0,316.0
Cantábrico Oriental,2016,2,0.7152,226.0,316.0
Cantábrico Oriental,2016,3,0.8557,338.0,395.0
Cantábrico Oriental,2016,4,0.8797,278.0,316.0
Cantábrico Oriental,2016,5,0.8456,334.0,395.0
Cantábrico Oriental,2016,6,0.8101,256.0,316.0
Cantábrico Oriental,2016,7,0.769,243.0,316.0
Cantábrico Oriental,2016,8,0.6937,274.0,395.0
Cantábrico Oriental,2016,9,0.6329,200.0,316.0
Cantábrico Oriental,2016,10,0.6438,188.0,292.0
Cantábrico Oriental,2016,11,0.6247,228.0,365.0
Cantábrico Oriental,2016,12,0.6404,187.0,292.0
Cantábrico Oriental,2017,1,0.737,269.0,365.0
Cantábrico Oriental,2017,2,0.9007,263.0,292.0
Cantábrico Oriental,2017,3,0.9247,270.0,292.0
Cantábrico Oriental,2017,4,0.9418,275.0,292.0
Cantábrico Oriental,2017,5,0.9014,329.0,365.0
Cantábrico Oriental,2017,6,0.8459,247.0,292.0
Cantábrico Oriental,2017,7,0.7911,231.0,292.0
Cantábrico Oriental,2017,8,0.7342,268.0,365.0
Cantábrico Oriental,2017,9,0.7226,211.0,292.0
Cantábrico Oriental,2017,10,0.6932,253.0,365.0
Cantábrico Oriental,2017,11,0.7397,216.0,292.0
Cantábrico Oriental,2017,12,0.8562,250.0,292.0
Cantábrico Oriental,2018,1,0.9315,340.0,365.0
Cantábrico Oriental,2018,2,0.9418,275.0,292.0
Cantábrico Oriental,2018,3,0.9452,276.0,292.0
Cantábrico Oriental,2018,4,0.9486,277.0,292.0
Cantábrico Oriental,2018,5,0.9452,345.0,365.0
Cantábrico Oriental,2018,6,0.9315,272.0,292.0
Cantábrico Oriental,2018,7,0.9014,329.0,365.0
Cantábrico Oriental,2018,8,0.8356,244.0,292.0
Cantábrico Oriental,2018,9,0.7808,228.0,292.0
Cantábrico Oriental,2018,10,0.7096,259.0,365.0
Cantábrico Oriental,2018,11,0.7123,208.0,292.0
Cantábrico Oriental,2018,12,0.7363,215.0,292.0
Cantábrico Oriental,2019,1,0.7589,277.0,365.0
Cantábrico Oriental,2019,2,0.911,266.0,292.0
Cantábrico Oriental,2019,3,0.8562,250.0,292.0
Cantábrico Oriental,2019,4,0.8411,307.0,365.0
Cantábrico Oriental,2019,5,0.8733,255.0,292.0
Cantábrico Oriental,2019,6,0.9144,267.0,292.0
Cantábrico Oriental,2019,7,0.8411,307.0,365.0
Cantábrico Oriental,2019,8,0.7842,229.0,292.0
Cantábrico Oriental,2019,9,0.7466,218.0,292.0
Cantábrico Oriental,2019,10,0.6959,254.0,365.0
Cantábrico Oriental,2019,11,0.7877,230.0,292.0
Cantábrico Oriental,2019,12,0.8904,325.0,365.0
Cantábrico Oriental,2020,1,0.8493,248.0,292.0
Cantábrico Oriental,2020,2,0.8014,234.0,292.0
Cantábrico Oriental,2020,3,0.9068,331.0,365.0
Cantábrico Oriental,2020,4,0.9418,275.0,292.0
Cantábrico Oriental,2020,5,0.9521,278.0,292.0
Cantábrico Oriental,2020,6,0.8904,325.0,365.0
Cantábrico Oriental,2020,7,0.8048,235.0,292.0
Cantábrico Oriental,2020,8,0.7671,224.0,292.0
Cantábrico Oriental,2020,9,0.7041,257.0,365.0
Cantábrico Oriental,2020,10,0.7911,231.0,292.0
Cantábrico Oriental,2020,11,0.8185,239.0,292.0
Cantábrico Oriental,2020,12,0.8384,306.0,365.0
Cantábrico Oriental,2021,1,0.8938,261.0,292.0
Cantábrico Oriental,2021,2,0.9212,269.0,292.0
Cantábrico Oriental,2021,3,0.9151,334.0,365.0
Cantábrico Oriental,2021,4,0.8596,251.0,292.0
Cantábrico Oriental,2021,5,0.7877,230.0,292.0
Cantábrico Oriental,2021,6,0.7699,281.0,365.0
Cantábrico Oriental,2021,7,0.7705,225.0,292.0
Cantábrico Oriental,2021,8,0.7397,270.0,365.0
Cantábrico Oriental,2021,9,0.6952,203.0,292.0
Cantábrico Oriental,2021,10,0.6575,192.0,292.0
Cantábrico Oriental,2021,11,0.6849,250.0,365.0
Cantábrico Oriental,2021,12,0.887,259.0,292.0
Cantábrico Oriental,2022,1,0.8801,257.0,292.0
Cantábrico Oriental,2022,2,0.8459,247.0,292.0
Cantábrico Oriental,2022,3,0.8575,313.0,365.0
Cantábrico Oriental,2022,4,0.9007,263.0,292.0
Cantábrico Oriental,2022,5,0.926,338.0,365.0
Cantábrico Oriental,2022,6,0.8527,249.0,292.0
Cantábrico Oriental,2022,7,0.7945,232.0,292.0
Cantábrico Oriental,2022,8,0.7205,263.0,365.0
Cantábrico Oriental,2022,9,0.6849,200.0,292.0
Cantábrico Oriental,2022,10,0.661,193.0,292.0
Cantábrico Oriental,2022,11,0.6247,228.0,365.0
Cantábrico Oriental,2022,12,0.7055,206.0,292.0
Cantábrico Oriental,2023,1,0.7096,259.0,365.0
Cantábrico Oriental,2023,2,0.8425,246.0,292.0
Cantábrico Oriental,2023,3,0.8493,248.0,292.0
Cantábrico Oriental,2023,4,0.8322,243.0,292.0
Cantábrico Oriental,2023,5,0.8575,313.0,365.0
Cantábrico Oriental,2023,6,0.8836,258.0,292.0
Cantábrico Oriental,2023,7,0.8836,258.0,292.0
Cantábrico Oriental,2023,8,0.8329,304.0,365.0
Cantábrico Oriental,2023,9,0.8356,244.0,292.0
Cantábrico Oriental,2023,10,0.7726,282.0,365.0
Cantábrico Oriental,2023,11,0.7671,224.0,292.0
Cantábrico Oriental,2023,12,0.839,245.0,292.0
Cantábrico Oriental,2024,1,0.8685,317.0,365.0
